skill_slug,skill_name,runner_model,judge_model,harness_version,skill_version,skill_content_hash,lift_pts,pass_rate_with_skill,pass_rate_without_skill,headline_cases,total_cases,case_set_hash,run_id,completed_at,manifest_hash,outputs_pruned,derived_with_skill,derived_without_skill,derived_lift_pts
model-interpretability-and-explainability-normalizer,model-interpretability-and-explainability-normalizer,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,058b5a8043ef7437be982e6fbf6b560856c039c78dd148fc97448f5dae045c0a,30.0,1.0,0.7,10,10,d9e821c65ac0688a43f92915dd43ca7188a4802cdcc635bcec840552103a5f2b,ca9cc940-9b33-4dee-8885-f1592f55ebfa,2026-06-26T12:26:54.649025+00:00,bfbaad9147f84234b2c0fe44a9ed6a2cf55f863e2bd49a7354b5cb66e7c3aa45,True,1.0,0.7,30.0
model-interpretability-and-explainability-normalizer,model-interpretability-and-explainability-normalizer,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,058b5a8043ef7437be982e6fbf6b560856c039c78dd148fc97448f5dae045c0a,18.18,0.8,0.2,22,22,491e05d63f01aa21a4862c2c92ef0525b6f7069515e00aee3b9fab9c9b2f4065,8ae3b327-6dbc-41dc-bc46-37db5a0eba29,2026-07-29T02:31:25.822121+00:00,34f57493ce97d05cae4faec3db544dea8440c365bbe5c6c86b71b67662785b52,True,0.22727272727272727,0.045454545454545456,18.2
notion-policy-guardrails,notion-policy-guardrails,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,485dcfdf09e25c3851540c63cd9505ecf43e16fa20fb9531cb1e00da73aa3724,91.67,0.9167,0.0,24,24,91cafa9ec173a66e35039358290bf93c99e691eef86087752f6476506a985e98,27c594ec-f200-45ff-be18-1389965d5bdc,2026-06-27T02:11:18.318848+00:00,81072c778536a291c0ed7334c31c69b07548485fae760fb6feeb4f145dd68896,True,0.9166666666666666,0.0,91.7
notion-policy-guardrails,notion-policy-guardrails,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,485dcfdf09e25c3851540c63cd9505ecf43e16fa20fb9531cb1e00da73aa3724,34.78,0.8,0.2,23,23,7ade5c323c7b344e23ced7828dd98097d107506cc17b1f2e791e2ba6134abb2c,6937e1d2-c316-4952-97a8-3c792b60b7f6,2026-07-29T02:38:39.003632+00:00,5f79ccdf9c09d6795d2a29980b3b0e96207cfc678ca05644367236ab1113737e,True,0.43478260869565216,0.08695652173913043,34.8
openai-brand-style,openai-brand-style,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,1a9ada77c6d9bbdb1677d83c887e7322d65780a05215dfb4afa9dfbbde0b4b4b,95.83,0.9583,0.0,24,24,833c8b17b7da4c26ca9db720dee88f3fe19c3601c7115e4851ef4fc8615520fe,7d60c1ea-fe34-4110-acb6-c9995ee55809,2026-06-26T23:10:59.291864+00:00,18cd4d9b26c1a7264c41a277bb14a837f1a414aa4d9fe74b434b9e9eee9637af,True,0.9583333333333334,0.0,95.8
openai-brand-style,openai-brand-style,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,1a9ada77c6d9bbdb1677d83c887e7322d65780a05215dfb4afa9dfbbde0b4b4b,81.82,0.9474,0.0526,22,22,f5a77511d01d9a6ae3522467a5f4be944a3309705d9587457362a09ed2d731f4,93234cc8-0b0e-4844-b61c-498b1414c04b,2026-07-29T02:34:16.899552+00:00,bac6ab637dd0f0495b31129d751d5b18ab188d8d50f3b147b23c59f8f7b9dee6,True,0.8636363636363636,0.045454545454545456,81.8
phylogenetic-tree-toolkit-ete-normalizer,phylogenetic-tree-toolkit-ete-normalizer,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,dca59ef0a469cc080aad14d4aeecb71516f75b2524cab4caf51eddbe99cf622a,40.0,1.0,0.6,10,10,42f1f3742e7c303b7ff1c5d4bea8bc836da03fa5c59c3efe0b5071d8494ac98d,88f52e3d-caf8-423a-8109-a059bcdf6d68,2026-06-26T13:44:42.332250+00:00,e8cabb762afdd623a8c6f7e1f63d5dea49fa67919ae9d47b7e53cfa47bdc01bf,True,1.0,0.6,40.0
phylogenetic-tree-toolkit-ete-normalizer,phylogenetic-tree-toolkit-ete-normalizer,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,dca59ef0a469cc080aad14d4aeecb71516f75b2524cab4caf51eddbe99cf622a,31.82,1.0,0.125,22,22,744a3cc9fed2b2860095f0bdb0e57a90d548ec45b8a4e678d29f4ef375c12cda,fbb8a8f8-fd60-4565-84ff-f812b2e4bd8a,2026-07-29T02:25:26.849845+00:00,3321a394ef249deac8859c51d0ed92270c06d59b4f25edf8252e574287e4ba66,True,0.36363636363636365,0.045454545454545456,31.8
picks-random-winners-from-guide,picks-random-winners-from-guide,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,8627981f183b9e19d093192246ad14a22f8f71483cc37437d3530789de0ce232,50.0,1.0,0.5,10,10,8372855b417090d90614074ae07bd8da442b33ea841273d8b8dcc5778bde3e4b,a4619a03-0990-4ec6-a7a6-7ca8efdd9cc3,2026-06-26T09:34:05.701412+00:00,8b7e4c66f384e78b9edc269241bf0d6269f2070644d11a5d0cb9a760d07c1f74,True,1.0,0.5,50.0
picks-random-winners-from-guide,picks-random-winners-from-guide,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,8627981f183b9e19d093192246ad14a22f8f71483cc37437d3530789de0ce232,22.73,0.7143,0.2857,22,22,e42c81a06f0056e10711c6f610e3bc45f78e1d5f7370ced9ae5c40c65660ce03,2c0a6fab-0baa-4c90-a4c3-a2724e4b222b,2026-07-29T02:20:30.130943+00:00,c759ccf610c306bd4d4248aca686630c4b0cbb4c9dc225f1189d4e09db91d75f,True,0.22727272727272727,0.0,22.7
playtest-report,playtest-report,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,3736785f83c84a4ed3d945c48cd609096f3fbe318bc8d322896b9627887f2043,66.67,0.6667,0.0,24,24,3d3bf2f29b36269e13d377be7a6ece01b939253f033085ef2f7d6e394d92df77,e542b598-ab5d-4e02-ba5a-7aba9cf6575e,2026-06-26T23:33:28.849488+00:00,aa048d937ef8fbfbf39d54008acc5675ec6aa7f0a9a360a3b11bde9a7807d42f,True,0.6666666666666666,0.0,66.7
playtest-report,playtest-report,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,3736785f83c84a4ed3d945c48cd609096f3fbe318bc8d322896b9627887f2043,59.09,1.0,0.0,22,22,c6b32163b7d011ff7fbb7a4be79d4acb87f1dce91523ac003974d329a78e79f4,64ffc00a-8751-40d0-9235-85ff44a62895,2026-07-29T02:33:20.830902+00:00,804b2f2b020502f3910e60f206384914ee72549fe715adadcc481a54d177436e,True,0.7272727272727273,0.13636363636363635,59.1
postgresql-conventions,postgresql-conventions,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,70eda94b72ecaf4f2a0b488a7415225ede4f2850c32471c4931c3162a4c003d5,50.0,0.5,0.0,24,24,19a8c5e1a70855d1bbefb4c7ded70726a8dc02bf366f6b351a9990ac5a664a1f,4dfda01d-3328-4823-92ca-e99a0e235a7f,2026-06-27T10:00:24.555021+00:00,00570bb6532d478e91da9efeca5749ace191970b5cec0525ca2b31e2e2ee3eef,True,0.5,0.0,50.0
postgresql-conventions,postgresql-conventions,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,70eda94b72ecaf4f2a0b488a7415225ede4f2850c32471c4931c3162a4c003d5,12.5,0.75,0.25,24,24,19a8c5e1a70855d1bbefb4c7ded70726a8dc02bf366f6b351a9990ac5a664a1f,1956aa1e-5798-4505-8555-73a47dcb3709,2026-07-29T02:35:38.786115+00:00,22e4757a7d2ebc29c08636af20b89a57ac3f3b3d4ba8922a9bf4dd6659483352,True,0.16666666666666666,0.041666666666666664,12.5
presentation-creation-editing-and-guide,presentation-creation-editing-and-guide,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,f986cd95859812f83f63705fac1c4071472891a2fedbeca9f97136e68cf60687,20.0,0.2,0.0,10,10,ab1533a8d95f38270f293c29f7cf10bdaed403283ddd703663d11521544c7380,b7335d60-8985-4a9c-ad1a-0ee534095163,2026-06-25T16:05:19.668227+00:00,996ab0b00a57359778aaaa66b4dbb232143a4bf7206d22e67e30be1d86a03249,True,0.2,0.0,20.0
presentation-creation-editing-and-guide,presentation-creation-editing-and-guide,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,f986cd95859812f83f63705fac1c4071472891a2fedbeca9f97136e68cf60687,13.64,1.0,0.0,22,22,ea2069c89f75cde0ddba361184e582c482cd5518f18082a9f829f44bfd213970,6cfeb695-edb5-47bb-ac3a-f9a52bf3abe6,2026-07-29T02:18:20.222326+00:00,96a16b9ca5ba77bbc12b4bc7d3cf6ae86fa02c9862aaca568e0639ac99f94491,True,0.2727272727272727,0.13636363636363635,13.6
progressive-tax-bracket-math,progressive-tax-bracket-math,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,2d5bc67bf2ed544a796714ef32bf30990ad9f11a0f6d1f05a6f06fb4c0c88791,100.0,1.0,0.0,1,1,2095eb385c5063792210176444c89afde3583afdf4757d1b704e651f82b7a5d8,35e750fb-c598-48fc-801e-3997efa2534b,2026-06-26T01:18:39.533254+00:00,164f3d4edb1a8790c1987d90d01ffa525e9ed9ebd414d176084b50cad1be0aa0,True,1.0,0.0,100.0
progressive-tax-bracket-math,progressive-tax-bracket-math,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,2d5bc67bf2ed544a796714ef32bf30990ad9f11a0f6d1f05a6f06fb4c0c88791,80.0,0.9,0.1,22,22,83f085ab26699e8f8d4dcf836a09d902f597a33fb0e1e05831fb78c1bbda1bb3,d86286e5-d3b1-44fd-ba76-8e7ffba4aba8,2026-07-30T09:28:50.172731+00:00,abd19c712183eb37006d8b81d0cb5b5b0b45a6b6828d045b299676d3454d6af2,True,0.8181818181818182,0.0,81.8
python-code-style,python-code-style,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,69d893c20a574fca8aa0da3fa90b77b998c6b9ea9cefa67b8f4007afc0a343f6,62.5,0.9375,0.0,16,24,8eff2434a9c069476b92fcd94e18904ab88f37b04bd5c5a454fce1aef3379ae0,1078b65c-3415-48c6-91e0-ae3f1dbf935d,2026-06-27T02:59:38.296675+00:00,92ad7be15e1ec42970b4b35b0f118e024d0d6180e727ddc02d594511487b94a9,True,0.625,0.0,62.5
python-code-style,python-code-style,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,69d893c20a574fca8aa0da3fa90b77b998c6b9ea9cefa67b8f4007afc0a343f6,39.13,1.0,0.0,23,23,7d1c7edcdb5b3caa98ce468412c250d138b20a344016f86e651d6a269d59dfa8,43152678-7c70-47ea-9473-cbb8b0660067,2026-07-29T02:31:46.247045+00:00,3aa738e9610be10f8b82728688fa685466a5685732a6e3742c1e08a64b3cd739,True,0.43478260869565216,0.043478260869565216,39.1
python-docstring-conventions,python-docstring-conventions,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,1a3c7edc42d56b7fafce97a762fc655ca13a2c471db869e45810f75d081fb66f,100.0,1.0,0.0,24,24,07a9e6e8897fe5eb89e24316e571d06f11cdd6bf368e92a02b21d8095ecae7f6,f1382ba6-0cae-498a-8e59-4bc8d23b8201,2026-06-27T01:24:17.836468+00:00,47fdb9520969a18879540f0f440c1eb5825d08a5a205119383b34177d7203667,True,1.0,0.0,100.0
python-docstring-conventions,python-docstring-conventions,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,1a3c7edc42d56b7fafce97a762fc655ca13a2c471db869e45810f75d081fb66f,59.09,0.8667,0.1333,22,22,c70a8ac5bc470c005389107bc02c299ab857bb65bf93cfdbef162664423e3471,427ba603-e697-4e81-a6cc-72fda29df6be,2026-07-29T02:31:38.550807+00:00,f8f82054f5ea7a5894fa4ff4e180167fe1b717435f776d23ea45ebb811a17e8e,True,0.5909090909090909,0.0,59.1
quarkus-service-conventions,quarkus-service-conventions,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,d3617315e207816f07c01101cde3abac6ca7b00f1b3d6c57180e511cf09e86bb,37.5,0.4167,0.0417,24,24,74096c166870555c074b103b78b78a6c2044a628b54a7910fe58f3b784f7a87f,20ec2a23-3e12-429d-8873-554fb7152846,2026-06-27T03:45:40.784746+00:00,7ee354028942f0e67f6446c73b0e886ce91fd517f34873e8fed30adbc5515915,True,0.4166666666666667,0.041666666666666664,37.5
quarkus-service-conventions,quarkus-service-conventions,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,d3617315e207816f07c01101cde3abac6ca7b00f1b3d6c57180e511cf09e86bb,45.45,0.8333,0.1667,22,22,6479f36bc6a951ce7296d14c4abd6d4910f08e9b221b9c7a04c3aa52aab2e3f0,4ac845c4-6c9a-4de4-9be7-6f5cce6c4e01,2026-07-29T02:40:48.057903+00:00,b82b55c3e5ad02493f19dac43b37e1eef894494be0f6c6a9aa788c1cb602b002,True,0.6363636363636364,0.18181818181818182,45.5
r-tidyverse-style,r-tidyverse-style,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,6008b170cdcbc5c7502933300cc5bc97c7fdf782f44abef4341ebc8c17c801f4,95.83,0.9583,0.0,24,24,a81b1f697ca6faf19934509598fe38d8724c74019f5c0441907df9967e516663,862924f4-c7b9-4da6-9b45-8c62e90be1dd,2026-06-27T01:06:06.568399+00:00,e6a060f8f2a522beb4d5e95af2c3579c85a161c69ab8c2daacd4780c060bd25a,True,0.9583333333333334,0.0,95.8
r-tidyverse-style,r-tidyverse-style,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,6008b170cdcbc5c7502933300cc5bc97c7fdf782f44abef4341ebc8c17c801f4,40.91,0.8182,0.1818,22,22,053d568e713b6b2a6c8ca7072494dbcbfc1c250107edeb1029e3e4ad5d2b084f,4b1fa72d-28e8-4217-b3d3-bbae0e35bad1,2026-07-29T02:35:50.109429+00:00,2e77cd546db387579402746dfdad0441de36318b98187746c84ac76223f5a796,True,0.4090909090909091,0.0,40.9
research-storage-paths,research-storage-paths,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,52a805f2980e3a7cb17eb65d1e65b1fca2e6892b456d9d34a2e62f37a147886f,100.0,1.0,0.0,24,24,e6676cbba558ff3ce24976d015ab42ea6b5c203a6f14f552b5b8f3c5bf39fe8b,7377505b-414b-4d73-a4f3-856b3a531562,2026-06-27T03:55:35.719146+00:00,5026c24b634a7d54fb6597671119d54898783605e06580524a06adcf4925c0d2,True,1.0,0.0,100.0
research-storage-paths,research-storage-paths,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,52a805f2980e3a7cb17eb65d1e65b1fca2e6892b456d9d34a2e62f37a147886f,72.73,0.8824,0.1176,21,22,f2634e341e0bafb3ea610c08467cc3cd1c27f329ec3255bf78bb7a8af5426d32,1aab3f37-3b8b-42bc-9e17-41abbfb673e0,2026-07-31T02:33:26.552920+00:00,55d29b91a59bb6cfd0461d850100d92b867f465588b3c82c549b395a838097ba,True,0.7272727272727273,0.0,72.7
sales-briefing-format,sales-briefing-format,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,263f1694a8970ea9cfa3756ee17fd0b1a3f78bc37c246d9ccac9f0a60a465ff5,100.0,1.0,0.0,24,24,654c62e88f40ea83d7e500acd1e4fce2d651548d5210a74d27853ad3067b13a5,a42eed7d-79e8-42d4-81a8-5590c0adfc86,2026-06-27T04:38:06.322900+00:00,465ce46e4db67b5f2d644b06dd8bdb0e365a612774b3420227ca015f3730394b,True,1.0,0.0,100.0
sales-briefing-format,sales-briefing-format,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,263f1694a8970ea9cfa3756ee17fd0b1a3f78bc37c246d9ccac9f0a60a465ff5,81.82,1.0,0.0,22,22,532d3b663526621c5dd3759312c088a2337e0eb9ca8a998a487b38907ee33aeb,99164981-c2f4-4790-90de-064f21265da2,2026-07-31T02:37:13.081994+00:00,30fa22156d011b02638f3fe26878f8f1ea125a979733b04c613824957e24d263,True,0.8181818181818182,0.0,81.8
setup-husky-pre-commit,setup-husky-pre-commit,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,527512f796bd25ce6e763ace2429433c352c40fe193abb9972fdc7bae2e5c286,65.22,0.6522,0.0,23,23,c25e12680f2194c8f536d2672959a8f995e4e4a15bd33a6f83bbe2b1529249ec,6f445c89-d5c8-46c2-bee4-3ed8b9d2fa73,2026-06-27T04:47:20.572394+00:00,e86aa0d6108a5df78a13dafa72b34760cc9b4c26da48bd017bce23fb8be1de1c,True,0.6521739130434783,0.0,65.2
setup-husky-pre-commit,setup-husky-pre-commit,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,527512f796bd25ce6e763ace2429433c352c40fe193abb9972fdc7bae2e5c286,34.78,0.8333,0.1667,20,23,c25e12680f2194c8f536d2672959a8f995e4e4a15bd33a6f83bbe2b1529249ec,6a7da516-47a5-4d20-a761-3544faf969c0,2026-07-29T02:39:57.393484+00:00,9913406264e2c6cabe7b57286bff5d39e09214595c4bb8b9ec265e52545307fd,True,0.43478260869565216,0.08695652173913043,34.8
sql-analytics-conventions-mt,sql-analytics-conventions-mt,gemini-3.5-flash,gemini-3.5-flash,0.2.3,1,0f3c7e094537d46aeb4b89ff9cab7e6c6dfa735bae0956b44acdf3ab56650d77,0.0,1.0,1.0,3,3,d6cfca11bdfa46ba90c493a68ba1d2076874e2ca741dc3a19b4bcbc5c9763a83,40d4894c-4e6c-4b5c-842e-997a305412a4,2026-06-22T23:55:55.523574+00:00,413bba1deab5858fcf26497a91aae8e44911e0111b02cef251d4ccad27457e3b,True,1.0,1.0,0.0
sql-analytics-conventions-mt,sql-analytics-conventions-mt,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,0f3c7e094537d46aeb4b89ff9cab7e6c6dfa735bae0956b44acdf3ab56650d77,59.09,0.7368,0.0526,22,22,4089e43308659e08e049edef642d418e5e31f6c62ac23d1b1bd91280d802a38a,c032bc81-b4ef-4686-a4f3-f814f40afd81,2026-07-29T01:56:42.217491+00:00,8957ad422d5deeb7dfe4bb250090536991c53247d5fdca814d8caf9b98bbf081,True,0.6363636363636364,0.045454545454545456,59.1
svg-ui-panel-conventions,svg-ui-panel-conventions,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,f8b2ab120c4e44a6e8da7373a471065d9769cacf6cc4988a8b9a8599cfc0e99c,91.3,0.913,0.0,23,23,718edf71439c60ee711e5cf1ce2bfe7bd51e2c2621286cfae3258394bdf29737,6e9c0e8e-5869-42dd-aeae-3794ddb186b1,2026-06-26T22:47:11.556365+00:00,504d8f384ba79ed3f4a0fd6826fac2520d6b26d063613cb2780f44bbd48d682d,True,0.9130434782608695,0.0,91.3
svg-ui-panel-conventions,svg-ui-panel-conventions,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,f8b2ab120c4e44a6e8da7373a471065d9769cacf6cc4988a8b9a8599cfc0e99c,73.91,0.9444,0.0556,23,23,718edf71439c60ee711e5cf1ce2bfe7bd51e2c2621286cfae3258394bdf29737,42f44c51-25a2-4ae9-8b80-e42cb5cd55bf,2026-07-29T02:48:41.780751+00:00,5afea6e7f8d1d42dfb8e4a97f6706a2cf6d5206db1eea06e9382104a3c226e00,True,0.7391304347826086,0.0,73.9
test-organization-conventions,test-organization-conventions,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,34e5da978fc172e3c0a968b6e794cd5d52f4ac4d1ef6152ef21e7b13d094f171,58.33,0.5833,0.0,24,24,2a49fc6509c5b1d0d5217ae07b59252cac525a04c3935010ae0dd181ab994c9c,deec7063-b36c-42e7-b467-3f7a93243a34,2026-06-27T02:36:34.007152+00:00,659df58e98cac7fc03b153182899ac15d8d5307e900a525c62058c3b1b1a3416,True,0.5833333333333334,0.0,58.3
test-organization-conventions,test-organization-conventions,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,34e5da978fc172e3c0a968b6e794cd5d52f4ac4d1ef6152ef21e7b13d094f171,54.55,1.0,0.0,22,22,bc2a5b1256dc90f5b9e8a577fd23058df2368f628efa492e217cc752eb889311,41448fad-4bfe-46cd-96ff-cfdac55e4834,2026-07-29T02:44:40.100723+00:00,4f10096c674348d06fc4eefd869242dc7d3cf8a7ed39ed08f9dff623a4c097a2,True,0.5454545454545454,0.0,54.5
thesis-dissertation-compliance,thesis-dissertation-compliance,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,4637175531a2118d38201a479e86b2f62cc64258c126823fd2983035fb47bb50,50.0,0.5,0.0,24,24,e933ee39c1dcb5fb685f515322ee86625f89862b743ef5259c3375452b6c350d,aae91669-5660-42bd-a44a-f7babf838e33,2026-06-27T03:12:21.340714+00:00,32637b6398d5229329ee806e8f7cc8ca5a294729d50608cde00b11417d0f5e52,True,0.5,0.0,50.0
thesis-dissertation-compliance,thesis-dissertation-compliance,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,4637175531a2118d38201a479e86b2f62cc64258c126823fd2983035fb47bb50,41.67,0.7692,0.2308,24,24,e933ee39c1dcb5fb685f515322ee86625f89862b743ef5259c3375452b6c350d,547807a5-5022-47d1-9b79-dca72caa4e06,2026-07-29T02:49:22.521338+00:00,48c638560d5b2b9562f5deeb1e214dae7f25df349a5c2d596489be18ead0c327,True,0.4166666666666667,0.0,41.7
toolkit-for-styling-artifacts-validator,toolkit-for-styling-artifacts-validator,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,4097a7984975a9aeeb0fd9fcde932de0ffdb6a8c32fb9093a927b02190c8c97e,10.0,0.6,0.5,10,10,8f74b2d9b37b8479c5b859e719b0e142c3942d02aed002580299dc12f46e5d3a,b6d74bb6-be01-4817-9356-85a698b0af93,2026-06-25T06:25:01.094343+00:00,951b141ed559125de351060010405a0c6a63cc0b0170064095f80c9f2db0b1af,True,0.6,0.5,10.0
toolkit-for-styling-artifacts-validator,toolkit-for-styling-artifacts-validator,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,4097a7984975a9aeeb0fd9fcde932de0ffdb6a8c32fb9093a927b02190c8c97e,20.0,0.5714,0.2857,25,25,b890b16a8cd98e4a2174d311242af0b181ccbcc96e5e1446585e5d202f732e31,463e4ded-f89e-4af7-a591-acb646873afa,2026-07-29T02:33:30.688494+00:00,f8dbe84b82f85a52aa5082ee3f278066578c5651425a4bbebb919989c1382230,True,0.24,0.04,20.0
venue-submission-format,venue-submission-format,gemini-3.5-flash,gemini-3.1-pro-preview,0.2.4,1,a69e383e00c1a815dcbb64599f8c84e49bc8684cf94bd398972ca538b810967d,33.33,0.3333,0.0,24,24,4a0af69cb7ee49c3e7593cc645f5e6270e79d740fec5bcd41b10e92b936c51cd,b36e1521-a2e0-47e5-b59e-d8bb777e88ab,2026-06-27T00:42:51.413560+00:00,f1bfa33c097eef4bc3ae4b2c2fcd4bf6e6203a232ba7330c24079a0de39e2202,True,0.3333333333333333,0.0,33.3
venue-submission-format,venue-submission-format,gemini-3.6-flash,gemini-3.6-flash,0.6.0,1,a69e383e00c1a815dcbb64599f8c84e49bc8684cf94bd398972ca538b810967d,13.64,1.0,0.0,22,22,5b548a19de2e5abb4ac9f63ba221eac345fcbc57ad65ee2ff2feaa19fc5af037,44e3a863-b664-4a54-a636-a61ee3c74258,2026-07-29T02:30:50.058096+00:00,ce23ffadcf9a2f40ccaec34df4c20c7c63993b8d5ce9dab194e5d76bcef7a1c9,True,0.18181818181818182,0.045454545454545456,13.6
